ymdh,wl
2022080418,1.11
2022080419,1.11
2022080420,1.11
2022080421,1.1
2022080422,1.1
2022080423,1.1
2022080424,1.09
2022080501,1.09
2022080502,1.08
2022080503,1.08
2022080504,1.07
2022080505,1.07
2022080506,1.06
2022080507,1.06
2022080508,1.05
2022080509,1.05
2022080510,1.04
2022080511,1.04
2022080512,1.04
2022080513,1.04
2022080514,1.04
2022080515,1.03
2022080516,1.03
2022080517,1.03
2022080518,1.03
2022080519,1.02
2022080520,1.02
2022080521,1.01
2022080522,1.01
2022080523,1.01
2022080524,1.0
2022080601,1.0
2022080602,1.0
2022080603,0.99
2022080604,0.99
2022080605,0.99
2022080606,0.98
2022080607,0.98
2022080608,0.98
2022080609,0.98
2022080610,0.97
2022080611,0.97
2022080612,0.97
2022080613,0.96
2022080614,0.97
2022080615,0.96
2022080616,0.96
2022080617,0.96
2022080618,0.95
2022080619,0.95
2022080620,0.94
2022080621,0.94
2022080622,0.94
2022080623,0.93
2022080624,0.93
2022080701,0.92
2022080702,0.92
2022080703,0.93
2022080704,0.92
2022080705,0.92
2022080706,0.92
2022080707,0.92
2022080708,0.92
2022080709,0.91
2022080710,0.91
2022080711,0.91
2022080712,0.91
2022080713,0.91
2022080714,0.91
2022080715,0.91
2022080716,0.9
2022080717,0.9
2022080718,0.9
2022080719,0.89
2022080720,0.89
2022080721,0.89
2022080722,0.89
2022080723,0.89
2022080724,0.89
2022080801,0.89
2022080802,0.88
2022080803,0.88
2022080804,0.88
2022080805,0.88
2022080806,0.88
2022080807,0.87
2022080808,0.87
2022080809,0.87
2022080810,0.87
2022080811,0.87
2022080812,0.87
2022080813,0.87
2022080814,0.87
2022080815,0.86
2022080816,0.87
2022080817,0.86
2022080818,0.86
2022080819,0.86
2022080820,0.85
2022080821,0.85
2022080822,0.85
2022080823,0.85
2022080824,0.85
2022080901,0.84
2022080902,0.85
2022080903,0.84
2022080904,0.84
2022080905,0.84
2022080906,0.84
2022080907,0.84
2022080908,0.84
2022080909,0.84
2022080910,0.83
2022080911,0.83
2022080912,0.83
2022080913,0.83
2022080914,0.83
2022080915,0.82
2022080916,0.83
2022080917,0.83
2022080918,0.82
2022080919,0.82
2022080920,0.82
2022080921,0.82
2022080922,0.82
2022080923,0.82
2022080924,0.81
2022081001,0.81
2022081002,0.81
2022081003,0.81
2022081004,0.81
2022081005,0.81
2022081006,0.81
2022081007,0.81
2022081008,0.81
2022081009,0.8
2022081010,0.81
2022081011,0.8
2022081012,0.8
2022081013,0.8
2022081014,0.8
2022081015,0.8
2022081016,0.8
2022081017,0.8
2022081018,0.8
2022081019,0.8
2022081020,0.79
2022081021,0.79
2022081022,0.79
2022081023,0.79
2022081024,0.79
2022081101,0.79
2022081102,0.79
2022081103,0.78
2022081104,0.78
2022081105,0.79
2022081106,0.78
2022081107,0.78
2022081108,0.78
2022081109,0.78
2022081110,0.78
2022081111,0.78
2022081112,0.78
2022081113,0.78
2022081114,0.78
2022081115,0.78
2022081116,0.79
2022081117,0.79
2022081118,0.79
2022081119,0.79
2022081120,0.8
2022081121,0.8
2022081122,0.81
2022081123,0.81
2022081124,0.81
2022081201,0.81
2022081202,0.81
2022081203,0.81
2022081204,0.81
2022081205,0.81
2022081206,0.81
2022081207,0.81
2022081208,0.8
2022081209,0.8
2022081210,0.8
2022081211,0.8
2022081212,0.8
2022081213,0.8
2022081214,0.8
2022081215,0.8
2022081216,0.8
2022081217,0.8
2022081218,0.79
2022081219,0.79
2022081220,0.79
2022081221,0.79
2022081222,0.79
2022081223,0.78
2022081224,0.79
2022081301,0.78
2022081302,0.78
2022081303,0.78
2022081304,0.78
2022081305,0.77
2022081306,0.77
2022081307,0.77
2022081308,0.77
2022081309,0.77
2022081310,0.77
2022081311,0.77
2022081312,0.77
2022081313,0.77
2022081314,0.77
2022081315,0.76
2022081316,0.76
2022081317,0.76
2022081318,0.76
2022081319,0.76
2022081320,0.76
2022081321,0.76
2022081322,0.76
2022081323,0.76
2022081324,0.76
2022081401,0.75
2022081402,0.76
2022081403,0.76
2022081404,0.76
2022081405,0.76
2022081406,0.76
2022081407,0.77
2022081408,0.77
2022081409,0.76
2022081410,0.76
2022081411,0.76
2022081412,0.77
2022081413,0.77
2022081414,0.76
2022081415,0.77
2022081416,0.76
2022081417,0.76
2022081418,0.76
2022081419,0.75
2022081420,0.76
2022081421,0.75
2022081422,0.75
2022081423,0.75
2022081424,0.75
2022081501,0.75
2022081502,0.75
2022081503,0.75
2022081504,0.75
2022081505,0.74
2022081506,0.75
2022081507,0.75
2022081508,0.74
2022081509,0.74
2022081510,0.74
2022081511,0.74
2022081512,0.74
2022081513,0.74
2022081514,0.74
2022081515,0.74
2022081516,0.74
2022081517,0.74
2022081518,0.74
2022081519,0.74
2022081520,0.74
2022081521,0.74
2022081522,0.74
2022081523,0.74
2022081524,0.74
2022081601,0.74
2022081602,0.74
2022081603,0.74
2022081604,0.74
2022081605,0.74
2022081606,0.73
2022081607,0.73
2022081608,0.79
2022081609,0.86
2022081610,0.86
2022081611,0.87
2022081612,0.9
2022081613,0.92
2022081614,0.92
2022081615,0.93
2022081616,0.95
2022081617,0.94
2022081618,0.93
2022081619,0.92
2022081620,0.91
2022081621,0.9
2022081622,0.9
2022081623,0.9
2022081624,0.89
2022081701,0.89
2022081702,0.89
2022081703,0.89
2022081704,0.88
2022081705,0.88
2022081706,0.88
2022081707,0.88
2022081708,0.87
2022081709,0.88
2022081710,0.88
2022081711,0.87
2022081712,0.87
2022081713,0.87
2022081714,0.87
2022081715,0.87
2022081716,0.87
2022081717,0.86
2022081718,0.86
2022081719,0.86
2022081720,0.86
2022081721,0.86
2022081722,0.85
2022081723,0.86
2022081724,0.85
2022081801,0.85
2022081802,0.85
2022081803,0.85
2022081804,0.85
2022081805,0.85
2022081806,0.85
2022081807,0.85
2022081808,0.84
2022081809,0.84
2022081810,0.84
2022081811,0.84
2022081812,0.84
2022081813,0.84
2022081814,0.84
2022081815,0.83
2022081816,0.83
2022081817,0.83
2022081818,0.83
2022081819,0.82
2022081820,0.82
2022081821,0.82
2022081822,0.82
2022081823,0.82
2022081824,0.82
2022081901,0.81
2022081902,0.81
2022081903,0.81
2022081904,0.81
2022081905,0.81
2022081906,0.81
2022081907,0.81
2022081908,0.81
2022081909,0.8
2022081910,0.81
2022081911,0.8
2022081912,0.81
2022081913,0.8
2022081914,0.8
2022081915,0.8
2022081916,0.8
2022081917,0.8
2022081918,0.8
2022081919,0.8
2022081920,0.8
2022081921,0.8
2022081922,0.79
2022081923,0.8
2022081924,0.79
2022082001,0.79
2022082002,0.79
2022082003,0.79
2022082004,0.79
2022082005,0.78
2022082006,0.78
2022082007,0.79
2022082008,0.79
2022082009,0.78
2022082010,0.79
2022082011,0.79
2022082012,0.82
2022082013,0.84
2022082014,0.85
2022082015,0.88
2022082016,0.93
2022082017,0.94
2022082018,0.96
2022082019,0.99
2022082020,0.98
2022082021,0.97
2022082022,0.96
2022082023,0.94
2022082024,0.93
2022082101,0.93
2022082102,0.92
2022082103,0.92
2022082104,0.91
2022082105,0.91
2022082106,0.9
2022082107,0.9
2022082108,0.9
2022082109,0.9
2022082110,0.9
2022082111,0.89
2022082112,0.89
2022082113,0.89
2022082114,0.89
2022082115,0.89
2022082116,0.88
2022082117,0.88
2022082118,0.88
2022082119,0.88
2022082120,0.88
2022082121,0.88
2022082122,0.87
2022082123,0.87
2022082124,0.87
2022082201,0.87
2022082202,0.87
2022082203,0.87
2022082204,0.87
2022082205,0.86
2022082206,0.86
2022082207,0.86
2022082208,0.86
2022082209,0.86
2022082210,0.86
2022082211,0.86
2022082212,0.86
2022082213,0.86
2022082214,0.86
2022082215,0.85
2022082216,0.85
2022082217,0.85
2022082218,0.85
2022082219,0.85
2022082220,0.85
2022082221,0.84
2022082222,0.84
2022082223,0.84
2022082224,0.84
2022082301,0.83
2022082302,0.83
2022082303,0.83
2022082304,0.83
2022082305,0.83
2022082306,0.83
2022082307,0.83
2022082308,0.83
2022082309,0.83
2022082310,0.82
2022082311,0.82
2022082312,0.83
2022082313,0.82
2022082314,0.82
2022082315,0.82
2022082316,0.82
2022082317,0.82
2022082318,0.82
2022082319,0.82
2022082320,0.82
2022082321,0.83
2022082322,0.9
2022082323,0.89
2022082324,0.89
2022082401,0.92
2022082402,0.94
2022082403,0.94
2022082404,0.93
2022082405,0.95
2022082406,0.95
2022082407,0.99
2022082408,1.03
2022082409,1.03
2022082410,1.06
2022082411,1.09
2022082412,1.11
2022082413,1.11
2022082414,1.11
2022082415,1.1
2022082416,1.11
2022082417,1.1
2022082418,1.09
2022082419,1.1
2022082420,1.1
2022082421,1.09
2022082422,1.08
2022082423,1.08
2022082424,1.08
2022082501,1.08
2022082502,1.07
2022082503,1.06
2022082504,1.04
2022082505,1.05
2022082506,1.04
2022082507,1.04
2022082508,1.03
2022082509,1.03
2022082510,1.03
2022082511,1.02
2022082512,1.02
2022082513,1.01
2022082514,1.01
2022082515,1.0
2022082516,0.99
2022082517,0.99
2022082518,0.99
2022082519,0.98
2022082520,0.98
2022082521,0.97
2022082522,0.97
2022082523,0.97
2022082524,0.96
2022082601,0.96
2022082602,0.96
2022082603,0.96
2022082604,0.95
2022082605,0.96
2022082606,0.95
2022082607,0.95
2022082608,0.94
2022082609,0.94
2022082610,0.94
2022082611,0.94
2022082612,0.93
2022082613,0.93
2022082614,0.93
2022082615,0.93
2022082616,0.92
2022082617,0.92
2022082618,0.91
2022082619,0.91
2022082620,0.91
2022082621,0.9
2022082622,0.9
2022082623,0.9
2022082624,0.9
2022082701,0.89
2022082702,0.89
2022082703,0.89
2022082704,0.89
2022082705,0.89
2022082706,0.89
2022082707,0.88
2022082708,0.88
2022082709,0.88
2022082710,0.88
2022082711,0.88
2022082712,0.88
2022082713,0.88
2022082714,0.87
2022082715,0.87
2022082716,0.87
2022082717,0.87
2022082718,0.87
2022082719,0.86
2022082720,0.86
2022082721,0.86
2022082722,0.85
2022082723,0.85
2022082724,0.85
2022082801,0.85
2022082802,0.84
2022082803,0.84
2022082804,0.84
2022082805,0.84
2022082806,0.84
2022082807,0.83
2022082808,0.84
2022082809,0.83
2022082810,0.83
2022082811,0.83
2022082812,0.83
2022082813,0.83
2022082814,0.83
2022082815,0.82
2022082816,0.82
2022082817,0.82
2022082818,0.82
2022082819,0.82
2022082820,0.81
2022082821,0.81
2022082822,0.81
2022082823,0.81
2022082824,0.81
2022082901,0.8
2022082902,0.8
2022082903,0.8
2022082904,0.8
2022082905,0.8
2022082906,0.79
2022082907,0.79
2022082908,0.79
2022082909,0.79
2022082910,0.79
2022082911,0.79
2022082912,0.79
2022082913,0.79
2022082914,0.79
2022082915,0.79
2022082916,0.79
2022082917,0.78
2022082918,0.78
2022082919,0.78
2022082920,0.78
2022082921,0.78
2022082922,0.78
2022082923,0.78
2022082924,0.78
2022083001,0.78
2022083002,0.78
2022083003,0.77
2022083004,0.77
2022083005,0.77
2022083006,0.77
2022083007,0.77
2022083008,0.77
2022083009,0.77
2022083010,0.77
2022083011,0.77
2022083012,0.77
2022083013,0.77
2022083014,0.77
2022083015,0.77
2022083016,0.78
2022083017,0.78
2022083018,0.79
2022083019,0.78
2022083020,0.79
2022083021,0.78
2022083022,0.78
2022083023,0.78
2022083024,0.78
2022083101,0.78
2022083102,0.78
2022083103,0.78
2022083104,0.78
2022083105,0.78
2022083106,0.78
2022083107,0.78
2022083108,0.78
2022083109,0.78
2022083110,0.78
2022083111,0.78
2022083112,0.78
2022083113,0.78
2022083114,0.78
2022083115,0.78
2022083116,0.78
2022083117,0.78
2022083118,0.78
2022083119,0.78
2022083120,0.77
2022083121,0.78
2022083122,0.77
2022083123,0.77
2022083124,0.77
2022090101,0.77
2022090102,0.76
2022090103,0.77
2022090104,0.76
2022090105,0.76
2022090106,0.76
2022090107,0.76
2022090108,0.76
2022090109,0.76
2022090110,0.69
2022090111,0.75
2022090112,0.76
2022090113,0.75
2022090114,0.75
2022090115,0.75
2022090116,0.75
2022090117,0.75
2022090118,0.75
2022090119,0.75
2022090120,0.75
2022090121,0.75
2022090122,0.75
2022090123,0.75
2022090124,0.75
2022090201,0.74
2022090202,0.74
2022090203,0.74
2022090204,0.74
2022090205,0.74
2022090206,0.74
2022090207,0.74
2022090208,0.74
2022090209,0.74
2022090210,0.74
2022090211,0.74
2022090212,0.74
2022090213,0.74
2022090214,0.75
2022090215,0.74
2022090216,0.74
2022090217,0.74
2022090218,0.74
2022090219,0.74
2022090220,0.74
2022090221,0.74
2022090222,0.73
2022090223,0.73
2022090224,0.73
2022090301,0.73
2022090302,0.73
2022090303,0.73
2022090304,0.73
2022090305,0.73
2022090306,0.73
2022090307,0.73
2022090308,0.73
2022090309,0.73
2022090310,0.73
2022090311,0.73
2022090312,0.73
2022090313,0.73
2022090314,0.73
2022090315,0.73
2022090316,0.73
2022090317,0.73
2022090318,0.73
2022090319,0.73
2022090320,0.73
2022090321,0.73
2022090322,0.73
2022090323,0.73
2022090324,0.73
2022090401,0.73
2022090402,0.73
2022090403,0.73
2022090404,0.73
2022090405,0.73
2022090406,0.74
2022090407,0.74
2022090408,0.74
2022090409,0.74
2022090410,0.75
2022090411,0.76
2022090412,0.76
2022090413,0.76
2022090414,0.76
2022090415,0.76
2022090416,0.76
2022090417,0.77
2022090418,0.76
2022090419,0.76
2022090420,0.76
2022090421,0.76
2022090422,0.76
2022090423,0.75
2022090424,0.75
2022090501,0.75
2022090502,0.75
2022090503,0.75
2022090504,0.75
2022090505,0.75
2022090506,0.75
2022090507,0.75
2022090508,0.75
2022090509,0.75
2022090510,0.75
2022090511,0.75
2022090512,0.75
2022090513,0.75
2022090514,0.75
2022090515,0.76
2022090516,0.77
2022090517,0.79
2022090518,0.8
2022090519,0.82
2022090520,0.87
2022090521,1.2
2022090522,1.77
2022090523,2.31
2022090524,2.48
2022090601,2.56
2022090602,2.64
2022090603,2.82
2022090604,2.85
2022090605,2.76
2022090606,2.58
2022090607,2.3
2022090608,2.15
2022090609,1.99
2022090610,1.92
2022090611,1.84
2022090612,1.76
2022090613,1.72
2022090614,1.64
2022090615,1.6
2022090616,1.56
2022090617,1.54
2022090618,1.51
2022090619,1.45
2022090620,1.43
2022090621,1.43
2022090622,1.42
2022090623,1.36
2022090624,1.32
2022090701,1.29
2022090702,1.31
2022090703,1.3
2022090704,1.28
2022090705,1.25
2022090706,1.25
2022090707,1.22
2022090708,1.19
2022090709,1.19
2022090710,1.2
2022090711,1.19
2022090712,1.16
2022090713,1.14
2022090714,1.14
2022090715,1.12
2022090716,1.12
2022090717,1.12
2022090718,1.1
2022090719,1.09
2022090720,1.09
2022090721,1.1
2022090722,1.1
2022090723,1.1
2022090724,1.08
2022090801,1.08
2022090802,1.08
2022090803,1.08
2022090804,1.08
2022090805,1.06
2022090806,1.06
2022090807,1.06
2022090808,1.05
2022090809,1.04
2022090810,1.04
2022090811,1.03
2022090812,1.02
2022090813,1.02
2022090814,1.01
2022090815,1.0
2022090816,1.0
2022090817,1.0
2022090818,0.98
2022090819,0.98
2022090820,0.97
2022090821,0.97
2022090822,0.96
2022090823,0.96
2022090824,0.96
2022090901,0.96
2022090902,0.95
2022090903,0.95
2022090904,0.95
2022090905,0.95
2022090906,0.94
2022090907,0.94
2022090908,0.93
2022090909,0.93
2022090910,0.94
2022090911,0.93
2022090912,0.93
2022090913,0.93
2022090914,0.93
2022090915,0.92
2022090916,0.92
2022090917,0.92
2022090918,0.91
2022090919,0.91
2022090920,0.91
2022090921,0.9
2022090922,0.9
2022090923,0.9
2022090924,0.9
2022091001,0.89
2022091002,0.89
2022091003,0.89
2022091004,0.89
2022091005,0.89
2022091006,0.89
2022091007,0.88
2022091008,0.88
2022091009,0.88
2022091010,0.88
2022091011,0.88
2022091012,0.87
2022091013,0.87
2022091014,0.87
2022091015,0.87
2022091016,0.87
2022091017,0.87
2022091018,0.86
2022091019,0.86
2022091020,0.86
2022091021,0.86
2022091022,0.86
2022091023,0.86
2022091024,0.86
2022091101,0.85
2022091102,0.85
2022091103,0.85
2022091104,0.85
2022091105,0.85
2022091106,0.85
2022091107,0.84
2022091108,0.85
2022091109,0.84
2022091110,0.84
2022091111,0.84
2022091112,0.84
2022091113,0.84
2022091114,0.84
2022091115,0.84
2022091116,0.83
2022091117,0.83
2022091118,0.83
2022091119,0.83
2022091120,0.82
2022091121,0.82
2022091122,0.82
2022091123,0.82
2022091124,0.82
2022091201,0.82
2022091202,0.82
2022091203,0.82
2022091204,0.82
2022091205,0.82
2022091206,0.82
2022091207,0.81
2022091208,0.81
2022091209,0.81
2022091210,0.81
2022091211,0.81
2022091212,0.81
2022091213,0.81
2022091214,0.81
2022091215,0.81
2022091216,0.81
2022091217,0.81
2022091218,0.81
2022091219,0.81
2022091220,0.81
2022091221,0.8
2022091222,0.8
2022091223,0.8
2022091224,0.8
2022091301,0.8
2022091302,0.8
2022091303,0.8
2022091304,0.8
2022091305,0.8
2022091306,0.79
2022091307,0.79
2022091308,0.79
2022091309,0.79
2022091310,0.79
2022091311,0.79
2022091312,0.79
2022091313,0.79
2022091314,0.79
2022091315,0.78
2022091316,0.78
2022091317,0.78
2022091318,0.78
2022091319,0.78
2022091320,0.78
2022091321,0.78
2022091322,0.78
2022091323,0.78
2022091324,0.77
2022091401,0.77
2022091402,0.77
2022091403,0.77
2022091404,0.77
2022091405,0.77
2022091406,0.77
2022091407,0.77
2022091408,0.77
2022091409,0.77
2022091410,0.77
2022091411,0.77
2022091412,0.77
2022091413,0.76
2022091414,0.76
2022091415,0.76
2022091416,0.76
2022091417,0.76
2022091418,0.76
2022091419,0.76
2022091420,0.76
2022091421,0.76
2022091422,0.76
2022091423,0.76
2022091424,0.75
2022091501,0.75
2022091502,0.75
2022091503,0.75
2022091504,0.75
2022091505,0.75
2022091506,0.75
2022091507,0.75
2022091508,0.75
2022091509,0.75
2022091510,0.75
2022091511,0.75
2022091512,0.75
2022091513,0.75
2022091514,0.75
2022091515,0.75
2022091516,0.75
2022091517,0.75
2022091518,0.75
2022091519,0.75
2022091520,0.75
2022091521,0.75
2022091522,0.74
2022091523,0.74
2022091524,0.74
2022091601,0.74
2022091602,0.74
2022091603,0.74
2022091604,0.75
2022091605,0.74
2022091606,0.74
2022091607,0.74
2022091608,0.74
2022091609,0.74
2022091610,0.74
2022091611,0.74
2022091612,0.74
2022091613,0.74
2022091614,0.74
2022091615,0.74
2022091616,0.74
2022091617,0.74
2022091618,0.74
2022091619,0.74
2022091620,0.74
2022091621,0.74
2022091622,0.74
2022091623,0.74
2022091624,0.74
2022091701,0.74
2022091702,0.74
2022091703,0.74
2022091704,0.73
2022091705,0.74
2022091706,0.73
2022091707,0.73
2022091708,0.73
2022091709,0.73
2022091710,0.73
2022091711,0.73
2022091712,0.73
2022091713,0.73
2022091714,0.73
2022091715,0.73
2022091716,0.73
2022091717,0.73
2022091718,0.73
2022091719,0.73
2022091720,0.73
2022091721,0.73
2022091722,0.73
2022091723,0.73
2022091724,0.73
2022091801,0.72
2022091802,0.72
2022091803,0.72
2022091804,0.72
2022091805,0.72
2022091806,0.72
2022091807,0.72
2022091808,0.72
2022091809,0.72
2022091810,0.72
2022091811,0.72
2022091812,0.72
2022091813,0.72
2022091814,0.72
2022091815,0.72
2022091816,0.72
2022091817,0.72
2022091818,0.72
2022091819,0.72
2022091820,0.72
2022091821,0.72
2022091822,0.72
2022091823,0.72
2022091824,0.71
2022091901,0.71
2022091902,0.72
2022091903,0.71
2022091904,0.71
2022091905,0.71
2022091906,0.71
2022091907,0.71
2022091908,0.71
2022091909,0.71
2022091910,0.71
2022091911,0.71
2022091912,0.71
2022091913,0.71
2022091914,0.71
2022091915,0.71
2022091916,0.71
2022091917,0.71
2022091918,0.71
2022091919,0.71
2022091920,0.71
2022091921,0.71
2022091922,0.71
2022091923,0.71
2022091924,0.71
2022092001,0.71
2022092002,0.71
2022092003,0.71
2022092004,0.7
2022092005,0.7
2022092006,0.7
2022092007,0.7
2022092008,0.7
2022092009,0.7
2022092010,0.7
2022092011,0.7
2022092012,0.7
2022092013,0.7
2022092014,0.7
2022092015,0.7
2022092016,0.7
2022092017,0.7
2022092018,0.7
2022092019,0.7
2022092020,0.7
2022092021,0.7
2022092022,0.7
2022092023,0.7
2022092024,0.7
2022092101,0.69
2022092102,0.7
2022092103,0.7
2022092104,0.7
2022092105,0.69
2022092106,0.69
2022092107,0.69
2022092108,0.69
2022092109,0.69
2022092110,0.69
2022092111,0.69
2022092112,0.69
2022092113,0.69
2022092114,0.69
2022092115,0.69
2022092116,0.69
2022092117,0.69
2022092118,0.69
2022092119,0.64
2022092120,0.68
2022092121,0.69
2022092122,0.7
2022092123,0.69
2022092124,0.69
2022092201,0.69
2022092202,0.69
2022092203,0.69
2022092204,0.69
2022092205,0.69
2022092206,0.69
2022092207,0.69
2022092208,0.69
2022092209,0.69
2022092210,0.69
2022092211,0.68
2022092212,0.68
2022092213,0.68
2022092214,0.69
2022092215,0.68
2022092216,0.69
2022092217,0.69
2022092218,0.69
2022092219,0.69
2022092220,0.69
2022092221,0.69
2022092222,0.69
2022092223,0.69
2022092224,0.68
2022092301,0.68
2022092302,0.69
2022092303,0.68
2022092304,0.68
2022092305,0.68
2022092306,0.68
2022092307,0.68
2022092308,0.68
2022092309,0.68
2022092310,0.68
2022092311,0.68
2022092312,0.68
2022092313,0.68
2022092314,0.68
2022092315,0.68
2022092316,0.68
2022092317,0.68
2022092318,0.68
2022092319,0.68
2022092320,0.68
2022092321,0.68
2022092322,0.68
2022092323,0.68
2022092324,0.68
2022092401,0.68
2022092402,0.68
2022092403,0.68
2022092404,0.68
2022092405,0.68
2022092406,0.68
2022092407,0.68
2022092408,0.68
2022092409,0.67
2022092410,0.67
2022092411,0.67
2022092412,0.67
2022092413,0.68
2022092414,0.67
2022092415,0.67
2022092416,0.67
2022092417,0.68
2022092418,0.67
2022092419,0.67
2022092420,0.67
2022092421,0.67
2022092422,0.67
2022092423,0.67
2022092424,0.67
2022092501,0.67
2022092502,0.67
2022092503,0.67
2022092504,0.67
2022092505,0.67
2022092506,0.67
2022092507,0.67
2022092508,0.67
2022092509,0.67
2022092510,0.67
2022092511,0.67
2022092512,0.67
2022092513,0.67
2022092514,0.67
2022092515,0.67
2022092516,0.67
2022092517,0.67
2022092518,0.67
2022092519,0.67
2022092520,0.67
2022092521,0.67
2022092522,0.67
2022092523,0.67
2022092524,0.67
2022092601,0.67
2022092602,0.67
2022092603,0.67
2022092604,0.66
2022092605,0.66
2022092606,0.66
2022092607,0.66
2022092608,0.66
2022092609,0.67
2022092610,0.66
2022092611,0.66
2022092612,0.67
2022092613,0.66
2022092614,0.66
2022092615,0.67
2022092616,0.67
2022092617,0.67
2022092618,0.67
2022092619,0.66
2022092620,0.67
2022092621,0.66
2022092622,0.66
2022092623,0.66
2022092624,0.67
2022092701,0.66
2022092702,0.66
2022092703,0.66
2022092704,0.66
2022092705,0.66
2022092706,0.66
2022092707,0.66
2022092708,0.66
2022092709,0.66
2022092710,0.66
2022092711,0.66
2022092712,0.66
2022092713,0.66
2022092714,0.66
2022092715,0.66
2022092716,0.66
2022092717,0.66
2022092718,0.66
2022092719,0.66
2022092720,0.66
2022092721,0.66
2022092722,0.66
2022092723,0.66
2022092724,0.66
2022092801,0.66
2022092802,0.66
2022092803,0.65
2022092804,0.65
2022092805,0.66
2022092806,0.65
2022092807,0.65
2022092808,0.65
2022092809,0.65
2022092810,0.65
2022092811,0.65
2022092812,0.65
2022092813,0.65
2022092814,0.65
2022092815,0.66
2022092816,0.65
2022092817,0.65
2022092818,0.65
2022092819,0.65
2022092820,0.65
2022092821,0.65
2022092822,0.65
2022092823,0.66
2022092824,0.65
2022092901,0.65
2022092902,0.65
2022092903,0.65
2022092904,0.65
2022092905,0.65
2022092906,0.65
2022092907,0.65
2022092908,0.65
2022092909,0.65
2022092910,0.65
2022092911,0.65
2022092912,0.65
2022092913,0.65
2022092914,0.65
2022092915,0.65
2022092916,0.65
2022092917,0.65
2022092918,0.65
2022092919,0.65
2022092920,0.65
2022092921,0.65
2022092922,0.65
2022092923,0.65
2022092924,0.65
2022093001,0.65
2022093002,0.65
2022093003,0.65
2022093004,0.65
2022093005,0.65
2022093006,0.65
2022093007,0.65
2022093008,0.65
2022093009,0.64
2022093010,0.65
2022093011,0.65
2022093012,0.65
2022093013,0.64
2022093014,0.65
2022093015,0.65
2022093016,0.65
2022093017,0.65
2022093018,0.65
2022093019,0.65
2022093020,0.65
2022093021,0.65
2022093022,0.65
2022093023,0.65
2022093024,0.64
